codigoestacion,COD_MPIO,NOM_MPIO,NOM_DPTO,LATITUD,LONGITUD,precip_acum_mm,precip_max_10min,n_estaciones,alerta,prop_alertas,categoria,tamaño
2403000113,15180,CHISCAS,BOYACÁ,6.68911806,-72.41795675,4.6000000000000005,2.1,3,1,0.05813953488372093,Muy ligera (< 5 mm),5.961592391904828
2403000113,68152,CARCASÍ,SANTANDER,6.659675274,-72.56968434,4.6000000000000005,2.1,3,1,0.05813953488372093,Muy ligera (< 5 mm),5.961592391904828
2403000117,15244,EL COCUY,BOYACÁ,6.353363177,-72.41923752,0.0,0.0,3,1,0.06722689075630252,Sin lluvia (0 mm),5.0
2403000117,15317,GUACAMAYAS,BOYACÁ,6.445438546,-72.51635332,0.0,0.0,3,1,0.06722689075630252,Sin lluvia (0 mm),5.0
2403000117,15522,PANQUEBA,BOYACÁ,6.443299758,-72.46182431,0.0,0.0,3,1,0.06722689075630252,Sin lluvia (0 mm),5.0
2403000117,15673,SAN MATEO,BOYACÁ,6.395388812,-72.55184862,0.0,0.0,3,1,0.06722689075630252,Sin lluvia (0 mm),5.0
2403500041,15806,TIBASOSA,BOYACÁ,5.747329389,-73.01114724,0.0,0.0,3,1,0.06989247311827956,Sin lluvia (0 mm),5.0
2403500083,15542,PESCA,BOYACÁ,5.498483324,-73.07837993,0.0,0.0,4,1,0.09876543209876543,Sin lluvia (0 mm),5.0
2403500083,15814,TOCA,BOYACÁ,5.580254287,-73.1606969,0.0,0.0,4,1,0.09876543209876543,Sin lluvia (0 mm),5.0
2403500084,15296,GÁMEZA,BOYACÁ,5.799050256,-72.72964765,0.0,0.0,3,1,0.06463878326996197,Sin lluvia (0 mm),5.0
2403500084,15466,MONGUÍ,BOYACÁ,5.697352228,-72.83298664,0.0,0.0,3,1,0.06463878326996197,Sin lluvia (0 mm),5.0
2403500084,15820,TÓPAGA,BOYACÁ,5.765350303,-72.83672958,0.0,0.0,3,1,0.06463878326996197,Sin lluvia (0 mm),5.0
2403500085,15720,SATIVANORTE,BOYACÁ,6.13211793,-72.73032415,0.0,0.0,4,1,0.06432748538011696,Sin lluvia (0 mm),5.0
2403500085,15753,SOATÁ,BOYACÁ,6.323088045,-72.69604089,0.0,0.0,4,1,0.06432748538011696,Sin lluvia (0 mm),5.0
2403500085,15774,SUSACÓN,BOYACÁ,6.215200578,-72.71575634,0.0,0.0,4,1,0.06432748538011696,Sin lluvia (0 mm),5.0
2501500120,23466,MONTELÍBANO,CÓRDOBA,7.866432635,-75.87533926,0.0,0.0,4,1,0.075,Sin lluvia (0 mm),5.0
2501500120,23580,PUERTO LIBERTADOR,CÓRDOBA,7.711515736,-75.77123224,0.0,0.0,4,1,0.075,Sin lluvia (0 mm),5.0
2502700153,13188,CICUCO,BOLÍVAR,9.235268598,-74.68840962,0.0,0.0,3,0,0.05142857142857143,Sin lluvia (0 mm),5.0
2502700153,13468,SANTA CRUZ DE MOMPOX,BOLÍVAR,9.142512064,-74.54519906,0.0,0.0,3,0,0.05142857142857143,Sin lluvia (0 mm),5.0
2502700153,13780,TALAIGUA NUEVO,BOLÍVAR,9.269516705,-74.58695233,0.0,0.0,3,0,0.05142857142857143,Sin lluvia (0 mm),5.0
2604500039,19142,CALOTO,CAUCA,3.062875557,-76.32127977,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19212,CORINTO,CAUCA,3.136753606,-76.20964569,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19300,GUACHENÉ,CAUCA,3.144389993,-76.39234811,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19364,JAMBALÓ,CAUCA,2.84981013,-76.31124919,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19455,MIRANDA,CAUCA,3.228235212,-76.21670827,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19513,PADILLA,CAUCA,3.194730618,-76.3362418,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2604500039,19821,TORIBÍO,CAUCA,2.975771999,-76.20331566,4.4,0.4,3,1,0.072,Muy ligera (< 5 mm),5.843525709662206
2611700158,76036,ANDALUCÍA,VALLE DEL CAUCA,4.153314228,-76.16063341,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2611700158,76100,BOLÍVAR,VALLE DEL CAUCA,4.393118861,-76.34982039,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2611700158,76616,RIOFRÍO,VALLE DEL CAUCA,4.109500298,-76.37105443,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2611700158,76828,TRUJILLO,VALLE DEL CAUCA,4.233268116,-76.34292699,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2611700158,76890,YOTOCO,VALLE DEL CAUCA,3.904130354,-76.39080435,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2612500038,63190,CIRCASIA,QUINDÍO,4.604845344,-75.66688449,0.0,0.0,4,1,0.05511811023622047,Sin lluvia (0 mm),5.0
2612500038,63594,QUIMBAYA,QUINDÍO,4.610273497,-75.79205087,0.0,0.0,4,1,0.05511811023622047,Sin lluvia (0 mm),5.0
2612500124,63212,CÓRDOBA,QUINDÍO,4.395975176,-75.65132308,15.8,5.2,4,1,0.06666666666666667,Moderada (15–30 mm),10.387641286556205
2612500124,63548,PIJAO,QUINDÍO,4.30397934,-75.68330417,15.8,5.2,4,1,0.06666666666666667,Moderada (15–30 mm),10.387641286556205
2612500130,63690,SALENTO,QUINDÍO,4.611314654,-75.53092112,0.20000000000000004,0.2,3,1,0.06666666666666667,Muy ligera (< 5 mm),5.0
2612500214,63111,BUENAVISTA,QUINDÍO,4.366632382,-75.74403734,1.7000000000000002,0.2,2,0,0.054285714285714284,Muy ligera (< 5 mm),5.0
2613500126,17174,CHINCHINÁ,CALDAS,4.974340569,-75.65954686,13.0,5.7,3,1,0.055865921787709494,Ligera (5–15 mm),9.514714542651761
2613500126,66682,SANTA ROSA DE CABAL,RISARALDA,4.833789828,-75.54950174,13.0,5.7,3,1,0.055865921787709494,Ligera (5–15 mm),9.514714542651761
2614500112,5364,JARDÍN,ANTIOQUIA,5.574444339,-75.81842575,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,17042,ANSERMA,CALDAS,5.20029922,-75.75289078,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,17272,FILADELFIA,CALDAS,5.285743777,-75.58978784,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,17388,LA MERCED,CALDAS,5.393185716,-75.55791071,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,17614,RIOSUCIO,CALDAS,5.442275418,-75.75220499,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,17777,SUPÍA,CALDAS,5.45295802,-75.64035705,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,66318,GUÁTICA,RISARALDA,5.320295966,-75.80436659,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2614500112,66594,QUINCHÍA,RISARALDA,5.323906864,-75.71339683,2.1,0.8,3,1,0.07692307692307693,Muy ligera (< 5 mm),5.0
2619700161,5034,ANDES,ANTIOQUIA,5.604993248,-75.94128391,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5091,BETANIA,ANTIOQUIA,5.727081285,-75.98689107,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5101,CIUDAD BOLÍVAR,ANTIOQUIA,5.840995666,-76.01065253,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5353,HISPANIA,ANTIOQUIA,5.797039002,-75.90669203,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5368,JERICÓ,ANTIOQUIA,5.769820536,-75.76488256,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5576,PUEBLORRICO,ANTIOQUIA,5.80970186,-75.86076667,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5642,SALGAR,ANTIOQUIA,5.970502334,-75.98137251,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2619700161,5792,TARSO,ANTIOQUIA,5.871064557,-75.82871144,1.2000000000000002,0.2,3,1,0.07777777777777778,Muy ligera (< 5 mm),5.0
2620500209,5036,ANGELÓPOLIS,ANTIOQUIA,6.121430303,-75.71594966,0.1,0.1,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
2620500209,5044,ANZÁ,ANTIOQUIA,6.293546613,-75.91736927,0.1,0.1,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
2620500209,5059,ARMENIA,ANTIOQUIA,6.163683758,-75.80995528,0.1,0.1,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
2620500209,5240,EBÉJICO,ANTIOQUIA,6.326444922,-75.78331175,0.1,0.1,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
2620500209,5347,HELICONIA,ANTIOQUIA,6.214511788,-75.74971002,0.1,0.1,2,1,0.06303724928366762,Muy ligera (< 5 mm),5.0
2620500210,5093,BETULIA,ANTIOQUIA,6.185783612,-75.95649246,17.3,11.6,2,0,0.04559270516717325,Moderada (15–30 mm),10.820367247056552
2620500210,5209,CONCORDIA,ANTIOQUIA,6.057468678,-75.90014678,17.3,11.6,2,0,0.04559270516717325,Moderada (15–30 mm),10.820367247056552
2620500210,5809,TITIRIBÍ,ANTIOQUIA,6.058349971,-75.79966005,17.3,11.6,2,0,0.04559270516717325,Moderada (15–30 mm),10.820367247056552
2620500211,5282,FREDONIA,ANTIOQUIA,5.887702934,-75.67926242,6.1,4.1,2,0,0.05390835579514825,Ligera (5–15 mm),6.768924662615604
2621500070,5361,ITUANGO,ANTIOQUIA,7.341549718,-75.67842277,0.0,0.0,4,1,0.07042253521126761,Sin lluvia (0 mm),5.0
2621500070,5543,PEQUE,ANTIOQUIA,7.044180058,-75.88968843,0.0,0.0,4,1,0.07042253521126761,Sin lluvia (0 mm),5.0
2621500070,5819,TOLEDO,ANTIOQUIA,7.016397069,-75.71363382,0.0,0.0,4,1,0.07042253521126761,Sin lluvia (0 mm),5.0
2625700231,5154,CAUCASIA,ANTIOQUIA,7.867941792,-75.03501824,0.0,0.0,2,1,0.06557377049180328,Sin lluvia (0 mm),5.0
2633500119,76318,GUACARÍ,VALLE DEL CAUCA,3.759414991,-76.34518277,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2633500119,76892,YUMBO,VALLE DEL CAUCA,3.595913669,-76.5109879,0.0,0.0,3,1,0.05555555555555555,Sin lluvia (0 mm),5.0
2633700150,76250,EL DOVIO,VALLE DEL CAUCA,4.539979729,-76.28762701,0.0,0.0,3,1,0.055350553505535055,Sin lluvia (0 mm),5.0
2633700150,76400,LA UNIÓN,VALLE DEL CAUCA,4.537937391,-76.10328983,0.0,0.0,3,1,0.055350553505535055,Sin lluvia (0 mm),5.0
2633700150,76622,ROLDANILLO,VALLE DEL CAUCA,4.443571848,-76.16824249,0.0,0.0,3,1,0.055350553505535055,Sin lluvia (0 mm),5.0
2633700150,76895,ZARZAL,VALLE DEL CAUCA,4.35359875,-76.05065336,0.0,0.0,3,1,0.055350553505535055,Sin lluvia (0 mm),5.0
2636700098,76113,BUGALAGRANDE,VALLE DEL CAUCA,4.196852991,-76.0896103,13.200000000000001,5.0,3,1,0.06967213114754098,Ligera (5–15 mm),9.580309151606212
2636700098,76736,SEVILLA,VALLE DEL CAUCA,4.193411919,-75.88818163,13.200000000000001,5.0,3,1,0.06967213114754098,Ligera (5–15 mm),9.580309151606212
2701500213,5031,AMALFI,ANTIOQUIA,6.977788843,-74.9812393,0.0,0.0,2,1,0.056962025316455694,Sin lluvia (0 mm),5.0
2701500213,5315,GUADALUPE,ANTIOQUIA,6.861576325,-75.22591303,0.0,0.0,2,1,0.056962025316455694,Sin lluvia (0 mm),5.0
2801500078,44650,SAN JUAN DEL CESAR,LA GUAJIRA,10.81311496,-73.08659986,0.1,0.1,4,0,0.01702127659574468,Muy ligera (< 5 mm),5.0
2802500079,20060,BOSCONIA,CESAR,9.946391309,-73.86628815,0.0,0.0,3,0,0.04261363636363636,Sin lluvia (0 mm),5.0
2802500079,20238,EL COPEY,CESAR,10.19995356,-73.91282064,0.0,0.0,3,0,0.04261363636363636,Sin lluvia (0 mm),5.0
2802500079,20250,EL PASO,CESAR,9.683474681,-73.73833778,0.0,0.0,3,0,0.04261363636363636,Sin lluvia (0 mm),5.0
2802500079,47058,ARIGUANÍ,MAGDALENA,9.834264955,-74.08460085,0.0,0.0,3,0,0.04261363636363636,Sin lluvia (0 mm),5.0
2805500075,20178,CHIRIGUANÁ,CESAR,9.426648354,-73.54797894,0.0,0.0,3,1,0.06493506493506493,Sin lluvia (0 mm),5.0
2805500075,20228,CURUMANÍ,CESAR,9.238771332,-73.48810861,0.0,0.0,3,1,0.06493506493506493,Sin lluvia (0 mm),5.0
2901500072,70230,CHALÁN,SUCRE,9.569584598,-75.32420908,0.0,0.0,4,0,0.03488372093023256,Sin lluvia (0 mm),5.0
2901500072,70508,OVEJAS,SUCRE,9.549655271,-75.18855916,0.0,0.0,4,0,0.03488372093023256,Sin lluvia (0 mm),5.0
2901500072,70713,SAN ONOFRE,SUCRE,9.814599536,-75.50522919,0.0,0.0,4,0,0.03488372093023256,Sin lluvia (0 mm),5.0
2904000176,8001,BARRANQUILLA,ATLÁNTICO,10.98152051,-74.82771544,0.0,0.0,3,1,0.09219858156028368,Sin lluvia (0 mm),5.0
2904000177,8573,PUERTO COLOMBIA,ATLÁNTICO,11.0044226,-74.9074058,0.10000000000000002,0.1,3,1,0.06329113924050633,Muy ligera (< 5 mm),5.0
2904700095,8433,MALAMBO,ATLÁNTICO,10.84828864,-74.80617555,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2904700095,8520,PALMAR DE VARELA,ATLÁNTICO,10.69481208,-74.7701509,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2904700095,8558,POLONUEVO,ATLÁNTICO,10.76740141,-74.85414844,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2904700095,8634,SABANAGRANDE,ATLÁNTICO,10.79894015,-74.7687966,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2904700095,8685,SANTO TOMÁS,ATLÁNTICO,10.75562656,-74.78726468,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2904700095,47745,SITIONUEVO,MAGDALENA,10.89027616,-74.62966038,0.0,0.0,6,1,0.14285714285714285,Sin lluvia (0 mm),5.0
2906500077,47189,CIÉNAGA,MAGDALENA,10.85754552,-74.02500493,30.7,3.6,3,0,0.04182509505703422,Fuerte (30–60 mm),14.006625718044397
3206500045,50287,FUENTE DE ORO,META,3.382370124,-73.59625429,0.0,0.0,5,1,0.10497237569060773,Sin lluvia (0 mm),5.0
3206500045,50313,GRANADA,META,3.441051399,-73.7611547,0.0,0.0,5,1,0.10497237569060773,Sin lluvia (0 mm),5.0
3206500045,50683,SAN JUAN DE ARAMA,META,3.289851171,-73.81635243,0.0,0.0,5,1,0.10497237569060773,Sin lluvia (0 mm),5.0
3206500058,50223,CUBARRAL,META,3.834631516,-74.06232494,0.0,0.0,4,1,0.08045977011494253,Sin lluvia (0 mm),5.0
3206500058,50251,EL CASTILLO,META,3.60282633,-73.89445238,0.0,0.0,4,1,0.08045977011494253,Sin lluvia (0 mm),5.0
3206500058,50270,EL DORADO,META,3.706969785,-73.83161892,0.0,0.0,4,1,0.08045977011494253,Sin lluvia (0 mm),5.0
3206500058,50330,MESETAS,META,3.154771201,-74.12454824,0.0,0.0,4,1,0.08045977011494253,Sin lluvia (0 mm),5.0
3206500058,50400,LEJANÍAS,META,3.614714873,-74.09628467,0.0,0.0,4,1,0.08045977011494253,Sin lluvia (0 mm),5.0
3206500059,50711,VISTAHERMOSA,META,2.811616698,-73.66652234,0.0,0.0,4,1,0.0728744939271255,Sin lluvia (0 mm),5.0
3206500214,50577,PUERTO LLERAS,META,3.193092925,-73.23671436,0.0,0.0,2,1,0.056818181818181816,Sin lluvia (0 mm),5.0
3502500135,25335,GUAYABETAL,CUNDINAMARCA,4.231875945,-73.83543981,0.0,0.0,3,1,0.10273972602739725,Sin lluvia (0 mm),5.0
3502700090,50680,SAN CARLOS DE GUAROA,META,3.84761678,-73.27583401,0.0,0.0,4,0,0.05319148936170213,Sin lluvia (0 mm),5.0
3503500062,50245,EL CALVARIO,META,4.353769888,-73.71441684,0.0,0.0,3,0,0.053763440860215055,Sin lluvia (0 mm),5.0
3503500062,50686,SAN JUANITO,META,4.471346322,-73.66041355,0.0,0.0,3,0,0.053763440860215055,Sin lluvia (0 mm),5.0
3505500061,25530,PARATEBUENO,CUNDINAMARCA,4.368158959,-73.2416614,0.0,0.0,5,1,0.11688311688311688,Sin lluvia (0 mm),5.0
3505500061,50110,BARRANCA DE UPÍA,META,4.519076127,-72.99548981,0.0,0.0,5,1,0.11688311688311688,Sin lluvia (0 mm),5.0
3505500121,25438,MEDINA,CUNDINAMARCA,4.484437919,-73.40598487,0.0,0.0,2,1,0.06285714285714286,Sin lluvia (0 mm),5.0
3507500046,15322,GUATEQUE,BOYACÁ,5.01450831,-73.48812352,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,15325,GUAYATÁ,BOYACÁ,4.931424341,-73.49663372,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,15761,SOMONDOCO,BOYACÁ,4.970974064,-73.42878785,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,25297,GACHETÁ,CUNDINAMARCA,4.867551134,-73.61773287,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,25426,MACHETÁ,CUNDINAMARCA,5.040349198,-73.61738241,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,25436,MANTA,CUNDINAMARCA,4.976881151,-73.56313741,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3507500046,25839,UBALÁ,CUNDINAMARCA,4.803805182,-73.47654604,0.0,0.0,3,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3516700232,15047,AQUITANIA,BOYACÁ,5.437416373,-72.87149471,1.9000000000000001,0.2,2,0,0.054285714285714284,Muy ligera (< 5 mm),5.0
3518700145,85162,MONTERREY,CASANARE,4.841308642,-72.8473434,0.0,0.0,1,0,0.05172413793103448,Sin lluvia (0 mm),5.0
3518700145,85300,SABANALARGA,CASANARE,4.81119011,-72.99580655,0.0,0.0,1,0,0.05172413793103448,Sin lluvia (0 mm),5.0
3518700145,85410,TAURAMENA,CASANARE,4.697463691,-72.62922436,0.0,0.0,1,0,0.05172413793103448,Sin lluvia (0 mm),5.0
3518700145,85440,VILLANUEVA,CASANARE,4.528307719,-72.82314281,0.0,0.0,1,0,0.05172413793103448,Sin lluvia (0 mm),5.0
3519700092,85139,MANÍ,CASANARE,4.675769488,-72.21280273,0.0,0.0,3,0,0.0410958904109589,Sin lluvia (0 mm),5.0
3526500201,81220,CRAVO NORTE,ARAUCA,6.39654349,-70.07381197,0.0,0.0,5,1,0.07865168539325842,Sin lluvia (0 mm),5.0
3526500201,85250,PAZ DE ARIPORO,CASANARE,5.779915281,-70.86947037,0.0,0.0,5,1,0.07865168539325842,Sin lluvia (0 mm),5.0
3526500201,99524,LA PRIMAVERA,VICHADA,5.517593607,-69.62044054,0.0,0.0,5,1,0.07865168539325842,Sin lluvia (0 mm),5.0
3602700101,81001,ARAUCA,ARAUCA,6.796280825,-70.50921153,0.0,0.0,4,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3602700101,81591,PUERTO RONDÓN,ARAUCA,6.411761829,-70.96678964,0.0,0.0,4,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3602700101,81794,TAME,ARAUCA,6.390650479,-71.79178647,0.0,0.0,4,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3602700101,85125,HATO COROZAL,CASANARE,6.03948032,-71.52445752,0.0,0.0,4,0,0.04961832061068702,Sin lluvia (0 mm),5.0
3701500114,54820,TOLEDO,NORTE DE SANTANDER,7.225864961,-72.30593418,0.20000000000000004,0.2,3,0,0.045283018867924525,Muy ligera (< 5 mm),5.0
3701500117,54520,PAMPLONITA,NORTE DE SANTANDER,7.48287886,-72.63515401,0.0,0.0,3,0,0.03910614525139665,Sin lluvia (0 mm),5.0
5205500123,52001,PASTO,NARIÑO,1.083605497,-77.20610074,0.0,0.0,3,0,0.0392156862745098,Sin lluvia (0 mm),5.0
5311500121,76126,CALIMA,VALLE DEL CAUCA,3.923271619,-76.64260484,0.0,0.0,3,1,0.06395348837209303,Sin lluvia (0 mm),5.0
5311500121,76233,DAGUA,VALLE DEL CAUCA,3.649822218,-76.72039347,0.0,0.0,3,1,0.06395348837209303,Sin lluvia (0 mm),5.0
5311500121,76377,LA CUMBRE,VALLE DEL CAUCA,3.694303106,-76.58989905,0.0,0.0,3,1,0.06395348837209303,Sin lluvia (0 mm),5.0
5311500121,76606,RESTREPO,VALLE DEL CAUCA,3.806494973,-76.53489853,0.0,0.0,3,1,0.06395348837209303,Sin lluvia (0 mm),5.0
5311500121,76869,VIJES,VALLE DEL CAUCA,3.74365889,-76.47064718,0.0,0.0,3,1,0.06395348837209303,Sin lluvia (0 mm),5.0
