codigoestacion,COD_MPIO,NOM_MPIO,NOM_DPTO,LATITUD,LONGITUD,precip_acum_mm,precip_max_10min,n_estaciones,alerta,prop_alertas,categoria,tamaño
0046035010,18247,EL DONCELLO,CAQUETÁ,1.713734697,-75.26878109,0.0,0.0,4,1,0.0718562874251497,Sin lluvia (0 mm),5.0
0046035010,18256,EL PAUJÍL,CAQUETÁ,1.476630016,-75.20231825,0.0,0.0,4,1,0.0718562874251497,Sin lluvia (0 mm),5.0
0046035010,18410,LA MONTAÑITA,CAQUETÁ,1.302860442,-75.23572732,0.0,0.0,4,1,0.0718562874251497,Sin lluvia (0 mm),5.0
0047017070,86219,COLÓN,PUTUMAYO,1.204815876,-76.97376805,0.0,0.0,3,1,0.08,Sin lluvia (0 mm),5.0
0047017070,86749,SIBUNDOY,PUTUMAYO,1.228746922,-76.91307585,0.0,0.0,3,1,0.08,Sin lluvia (0 mm),5.0
0047017070,86755,SAN FRANCISCO,PUTUMAYO,1.136071096,-76.84726661,0.0,0.0,3,1,0.08,Sin lluvia (0 mm),5.0
0047017070,86760,SANTIAGO,PUTUMAYO,1.036021482,-76.97751684,0.0,0.0,3,1,0.08,Sin lluvia (0 mm),5.0
0047017110,52356,IPIALES,NARIÑO,0.497708465,-77.24047625,0.0,0.0,4,1,0.085,Sin lluvia (0 mm),5.0
0047017170,86320,ORITO,PUTUMAYO,0.673756323,-76.94313923,0.0,0.0,1,0,0.0,Sin lluvia (0 mm),5.0
0047017170,86568,PUERTO ASÍS,PUTUMAYO,0.433884539,-76.52158203,0.0,0.0,1,0,0.0,Sin lluvia (0 mm),5.0
0047017170,86757,SAN MIGUEL,PUTUMAYO,0.272449048,-76.84510459,0.0,0.0,1,0,0.0,Sin lluvia (0 mm),5.0
0047017170,86865,VALLE DEL GUAMUEZ,PUTUMAYO,0.42012589,-76.77067026,0.0,0.0,1,0,0.0,Sin lluvia (0 mm),5.0
0048015040,91001,LETICIA,AMAZONAS,-3.530058784,-70.04513691,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91263,EL ENCANTO,AMAZONAS,-1.997234795,-72.72361566,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91405,LA CHORRERA,AMAZONAS,-1.509799605,-72.44442966,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91407,LA PEDRERA,AMAZONAS,-1.550256503,-69.94602815,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91536,PUERTO ARICA,AMAZONAS,-1.91085406,-71.1484049,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91540,PUERTO NARIÑO,AMAZONAS,-3.631323222,-70.47199039,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0048015040,91798,TARAPACÁ,AMAZONAS,-2.451794264,-70.00651535,3.2,1.7,5,1,0.05741626794258373,Muy ligera (< 5 mm),5.063359283697574
0051020011,52227,CUMBAL,NARIÑO,0.944223274,-77.95958446,0.2,0.1,4,1,0.11910669975186104,Muy ligera (< 5 mm),5.0
0051020011,52435,MALLAMA,NARIÑO,1.155947016,-77.84664646,0.2,0.1,4,1,0.11910669975186104,Muy ligera (< 5 mm),5.0
0051020011,52612,RICAURTE,NARIÑO,1.147671848,-78.05811118,0.2,0.1,4,1,0.11910669975186104,Muy ligera (< 5 mm),5.0
0051020011,52699,SANTACRUZ,NARIÑO,1.285179376,-77.7445744,0.2,0.1,4,1,0.11910669975186104,Muy ligera (< 5 mm),5.0
0051027060,52835,SAN ANDRÉS DE TUMACO,NARIÑO,1.574550638,-78.61540963,0.1,0.1,4,0,0.05238095238095238,Muy ligera (< 5 mm),5.0
0051035020,52490,OLAYA HERRERA,NARIÑO,2.287856547,-78.31219024,27.0,8.6,2,0,0.0462046204620462,Moderada (15–30 mm),13.220106341400665
0051035020,52520,FRANCISCO PIZARRO,NARIÑO,2.088531925,-78.59193099,27.0,8.6,2,0,0.0462046204620462,Moderada (15–30 mm),13.220106341400665
0052010020,19075,BALBOA,CAUCA,2.084732945,-77.2088133,0.2,0.1,2,1,0.06015037593984962,Muy ligera (< 5 mm),5.0
0052010020,19318,GUAPI,CAUCA,2.41326696,-77.69047531,0.2,0.1,2,1,0.06015037593984962,Muy ligera (< 5 mm),5.0
0052010020,52405,LEIVA,NARIÑO,1.900862361,-77.31220073,0.2,0.1,2,1,0.06015037593984962,Muy ligera (< 5 mm),5.0
0052017030,19050,ARGELIA,CAUCA,2.329337283,-77.26314906,0.0,0.0,4,0,0.03861003861003861,Sin lluvia (0 mm),5.0
0052017030,19256,EL TAMBO,CAUCA,2.534488312,-77.00511207,0.0,0.0,4,0,0.03861003861003861,Sin lluvia (0 mm),5.0
0052017030,19532,PATÍA,CAUCA,2.157983906,-77.0465762,0.0,0.0,4,0,0.03861003861003861,Sin lluvia (0 mm),5.0
0052017030,19785,SUCRE,CAUCA,2.057735184,-76.90993965,0.0,0.0,4,0,0.03861003861003861,Sin lluvia (0 mm),5.0
0052017030,19809,TIMBIQUÍ,CAUCA,2.699475127,-77.49131577,0.0,0.0,4,0,0.03861003861003861,Sin lluvia (0 mm),5.0
0052020070,19022,ALMAGUER,CAUCA,1.912440521,-76.83494519,0.0,0.0,2,1,0.06451612903225806,Sin lluvia (0 mm),5.0
0052020070,19100,BOLÍVAR,CAUCA,1.853951938,-76.96337454,0.0,0.0,2,1,0.06451612903225806,Sin lluvia (0 mm),5.0
0052020070,19693,SAN SEBASTIÁN,CAUCA,1.856261815,-76.71652424,0.0,0.0,2,1,0.06451612903225806,Sin lluvia (0 mm),5.0
0052020070,52693,SAN PABLO,NARIÑO,1.681576627,-76.97527979,0.0,0.0,2,1,0.06451612903225806,Sin lluvia (0 mm),5.0
0052025080,19450,MERCADERES,CAUCA,1.793825164,-77.18060381,0.0,0.0,4,1,0.08791208791208792,Sin lluvia (0 mm),5.0
0052025090,19392,LA SIERRA,CAUCA,2.187473572,-76.78228032,3.8,1.8,4,1,0.09264305177111716,Muy ligera (< 5 mm),5.470460332251566
0052025090,19397,LA VEGA,CAUCA,2.053933426,-76.7588062,3.8,1.8,4,1,0.09264305177111716,Muy ligera (< 5 mm),5.470460332251566
0052025090,19622,ROSAS,CAUCA,2.260421954,-76.74582033,3.8,1.8,4,1,0.09264305177111716,Muy ligera (< 5 mm),5.470460332251566
0052035040,19290,FLORENCIA,CAUCA,1.69453474,-77.08735723,0.0,0.0,3,1,0.09289617486338798,Sin lluvia (0 mm),5.0
0052035040,52399,LA UNIÓN,NARIÑO,1.619697376,-77.14284622,0.0,0.0,3,1,0.09289617486338798,Sin lluvia (0 mm),5.0
0052035040,52687,SAN LORENZO,NARIÑO,1.542139582,-77.21872693,0.0,0.0,3,1,0.09289617486338798,Sin lluvia (0 mm),5.0
0052035040,52786,TAMINANGO,NARIÑO,1.591661392,-77.32525316,0.0,0.0,3,1,0.09289617486338798,Sin lluvia (0 mm),5.0
0052040050,52019,ALBÁN,NARIÑO,1.469854084,-77.06880947,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52051,ARBOLEDA,NARIÑO,1.480051172,-77.12985001,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52083,BELÉN,NARIÑO,1.593645287,-77.01999366,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52110,BUESACO,NARIÑO,1.315215636,-77.1163664,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52203,COLÓN,NARIÑO,1.636334379,-77.0473156,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52258,EL TABLÓN DE GÓMEZ,NARIÑO,1.409430207,-76.98526959,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52378,LA CRUZ,NARIÑO,1.584175998,-76.92335262,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52685,SAN BERNARDO,NARIÑO,1.529782485,-77.02070663,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052040050,52694,SAN PEDRO DE CARTAGO,NARIÑO,1.536823494,-77.10140325,0.0,0.0,3,0,0.05089820359281437,Sin lluvia (0 mm),5.0
0052045080,52240,CHACHAGÜÍ,NARIÑO,1.386497844,-77.26969022,0.0,0.0,4,1,0.12365591397849462,Sin lluvia (0 mm),5.0
0052045080,52480,NARIÑO,NARIÑO,1.286775273,-77.35220367,0.0,0.0,4,1,0.12365591397849462,Sin lluvia (0 mm),5.0
0052050080,52788,TANGUA,NARIÑO,1.064078111,-77.35063491,1.0,0.5,4,1,0.0835030549898167,Muy ligera (< 5 mm),5.0
0052050090,52320,GUAITARILLA,NARIÑO,1.151366658,-77.53011336,0.0,0.0,2,1,0.05533596837944664,Sin lluvia (0 mm),5.0
0052050090,52354,IMUÉS,NARIÑO,1.07287697,-77.50150864,0.0,0.0,2,1,0.05533596837944664,Sin lluvia (0 mm),5.0
0052050090,52506,OSPINA,NARIÑO,1.029815854,-77.55234944,0.0,0.0,2,1,0.05533596837944664,Sin lluvia (0 mm),5.0
0052055090,52207,CONSACÁ,NARIÑO,1.209066732,-77.44063921,0.9,0.9,4,0,0.053231939163498096,Muy ligera (< 5 mm),5.0
0052055090,52885,YACUANQUER,NARIÑO,1.125547916,-77.42467569,0.9,0.9,4,0,0.053231939163498096,Muy ligera (< 5 mm),5.0
0052055150,52215,CÓRDOBA,NARIÑO,0.78274688,-77.36805903,0.10000000000000002,0.1,3,1,0.05973025048169557,Muy ligera (< 5 mm),5.0
0052055150,52573,PUERRES,NARIÑO,0.854351651,-77.35032523,0.10000000000000002,0.1,3,1,0.05973025048169557,Muy ligera (< 5 mm),5.0
0052055170,52210,CONTADERO,NARIÑO,0.932667458,-77.52808731,0.0,0.0,3,1,0.09294871794871795,Sin lluvia (0 mm),5.0
0052055170,52287,FUNES,NARIÑO,0.957786429,-77.39532781,0.0,0.0,3,1,0.09294871794871795,Sin lluvia (0 mm),5.0
0052055170,52323,GUALMATÁN,NARIÑO,0.928642623,-77.58261883,0.0,0.0,3,1,0.09294871794871795,Sin lluvia (0 mm),5.0
0052055170,52352,ILES,NARIÑO,0.980534037,-77.5186573,0.0,0.0,3,1,0.09294871794871795,Sin lluvia (0 mm),5.0
0052055220,52565,PROVIDENCIA,NARIÑO,1.232864821,-77.59844212,0.0,0.0,4,1,0.08985507246376812,Sin lluvia (0 mm),5.0
0052055220,52720,SAPUYES,NARIÑO,1.045287475,-77.71810954,0.0,0.0,4,1,0.08985507246376812,Sin lluvia (0 mm),5.0
0052055220,52838,TÚQUERRES,NARIÑO,1.134440523,-77.63073238,0.0,0.0,4,1,0.08985507246376812,Sin lluvia (0 mm),5.0
0052055230,52022,ALDANA,NARIÑO,0.913431916,-77.69538731,0.0,0.0,4,1,0.10040983606557377,Sin lluvia (0 mm),5.0
0052055230,52224,CUASPUD CARLOSAMA,NARIÑO,0.875426999,-77.73591601,0.0,0.0,4,1,0.10040983606557377,Sin lluvia (0 mm),5.0
0052055230,52317,GUACHUCAL,NARIÑO,0.975037904,-77.73758941,0.0,0.0,4,1,0.10040983606557377,Sin lluvia (0 mm),5.0
0052055230,52585,PUPIALES,NARIÑO,0.916769831,-77.63336954,0.0,0.0,4,1,0.10040983606557377,Sin lluvia (0 mm),5.0
0052057050,52036,ANCUYA,NARIÑO,1.245254077,-77.53115777,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057050,52260,EL TAMBO,NARIÑO,1.43026376,-77.38311597,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057050,52381,LA FLORIDA,NARIÑO,1.338034371,-77.42293041,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057050,52411,LINARES,NARIÑO,1.395173084,-77.52093774,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057050,52678,SAMANIEGO,NARIÑO,1.430555262,-77.69179559,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057050,52683,SANDONÁ,NARIÑO,1.288105409,-77.45670068,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
0052057100,52560,POTOSÍ,NARIÑO,0.785841088,-77.52870407,0.0,0.0,5,1,0.08280254777070063,Sin lluvia (0 mm),5.0
0052065020,52079,BARBACOAS,NARIÑO,1.44563774,-78.15621072,9.9,3.2,2,1,0.05573770491803279,Ligera (5–15 mm),8.416995447682904
0052065020,52250,EL CHARCO,NARIÑO,2.216382295,-77.99533234,9.9,3.2,2,1,0.05573770491803279,Ligera (5–15 mm),8.416995447682904
0052065020,52427,MAGÜÍ,NARIÑO,1.906858429,-78.04473644,9.9,3.2,2,1,0.05573770491803279,Ligera (5–15 mm),8.416995447682904
0052065020,52621,ROBERTO PAYÁN,NARIÑO,1.897581156,-78.3811163,9.9,3.2,2,1,0.05573770491803279,Ligera (5–15 mm),8.416995447682904
0052077010,52233,CUMBITARA,NARIÑO,1.72559011,-77.59281637,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0052077010,52254,EL PEÑOL,NARIÑO,1.512283967,-77.43050934,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0052077010,52256,EL ROSARIO,NARIÑO,1.887689437,-77.48319589,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0052077010,52385,LA LLANADA,NARIÑO,1.541847847,-77.61781608,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0052077010,52418,LOS ANDES,NARIÑO,1.672601269,-77.71054449,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0052077010,52540,POLICARPA,NARIÑO,1.735354202,-77.48134359,0.0,0.0,4,0,0.05013927576601671,Sin lluvia (0 mm),5.0
0053119010,27250,EL LITORAL DEL SAN JUAN,CHOCÓ,4.272940191,-76.98785828,8.1,2.6,4,0,0.05412054120541206,Ligera (5–15 mm),7.690233263583627
0053119010,76109,BUENAVENTURA,VALLE DEL CAUCA,3.493340766,-77.11872832,8.1,2.6,4,0,0.05412054120541206,Ligera (5–15 mm),7.690233263583627
0054010010,27430,MEDIO BAUDÓ,CHOCÓ,5.110392243,-76.99593075,5.974,1.03,3,1,0.10344827586206896,Ligera (5–15 mm),6.705645694707165
0054015010,27073,BAGADÓ,CHOCÓ,5.503119772,-76.19796907,0.0,0.0,4,1,0.058823529411764705,Sin lluvia (0 mm),5.0
0054015010,66456,MISTRATÓ,RISARALDA,5.414078141,-75.96135387,0.0,0.0,4,1,0.058823529411764705,Sin lluvia (0 mm),5.0
0054015010,66572,PUEBLO RICO,RISARALDA,5.286295408,-76.07359421,0.0,0.0,4,1,0.058823529411764705,Sin lluvia (0 mm),5.0
0054015010,66687,SANTUARIO,RISARALDA,5.076100313,-76.02286946,0.0,0.0,4,1,0.058823529411764705,Sin lluvia (0 mm),5.0
0054015020,27580,RÍO IRÓ,CHOCÓ,5.190995015,-76.41996151,53.4,10.3,4,1,0.13333333333333333,Fuerte (30–60 mm),17.968623974012903
0054015020,27787,TADÓ,CHOCÓ,5.26610158,-76.33109547,53.4,10.3,4,1,0.13333333333333333,Fuerte (30–60 mm),17.968623974012903
0054025010,27077,BAJO BAUDÓ,CHOCÓ,4.492865435,-77.08271352,0.0,0.0,5,0,0.0,Sin lluvia (0 mm),5.0
0054025010,27361,ISTMINA,CHOCÓ,4.586818665,-77.00090737,0.0,0.0,5,0,0.0,Sin lluvia (0 mm),5.0
0054025010,27450,MEDIO SAN JUAN,CHOCÓ,4.621182739,-76.80861843,0.0,0.0,5,0,0.0,Sin lluvia (0 mm),5.0
0054025010,27491,NÓVITA,CHOCÓ,4.853386627,-76.61823669,0.0,0.0,5,0,0.0,Sin lluvia (0 mm),5.0
0054025010,27745,SIPÍ,CHOCÓ,4.594415157,-76.54194459,0.0,0.0,5,0,0.0,Sin lluvia (0 mm),5.0
0054027050,27205,CONDOTO,CHOCÓ,5.070586101,-76.50701751,301.3,25.5,4,0,0.03508771929824561,Extrema (≥ 100 mm),22.0
0055015010,27025,ALTO BAUDÓ,CHOCÓ,5.636740989,-77.0842154,5.6000000000000005,0.5,3,1,0.09060402684563758,Ligera (5–15 mm),6.513371760192438
0055015010,27495,NUQUÍ,CHOCÓ,5.591359844,-77.33057439,5.6000000000000005,0.5,3,1,0.09060402684563758,Ligera (5–15 mm),6.513371760192438
0055015010,27600,RÍO QUITO,CHOCÓ,5.567533337,-76.81157084,5.6000000000000005,0.5,3,1,0.09060402684563758,Ligera (5–15 mm),6.513371760192438
0057025020,52390,LA TOLA,NARIÑO,2.56027333,-78.23506694,0.0,0.0,4,0,0.052884615384615384,Sin lluvia (0 mm),5.0
0057025020,52473,MOSQUERA,NARIÑO,2.442493698,-78.438827,0.0,0.0,4,0,0.052884615384615384,Sin lluvia (0 mm),5.0
0057025020,52696,SANTA BÁRBARA,NARIÑO,2.494420411,-77.98256461,0.0,0.0,4,0,0.052884615384615384,Sin lluvia (0 mm),5.0
1111500036,5004,ABRIAQUÍ,ANTIOQUIA,6.627569378,-76.08597756,0.0,0.0,4,1,0.07428571428571429,Sin lluvia (0 mm),5.0
1111500036,5847,URRAO,ANTIOQUIA,6.33534134,-76.25906482,0.0,0.0,4,1,0.07428571428571429,Sin lluvia (0 mm),5.0
1111700230,27150,CARMEN DEL DARIÉN,CHOCÓ,7.033646541,-76.97423016,0.4,0.4,2,0,0.05434782608695652,Muy ligera (< 5 mm),5.0
1111700230,27372,JURADÓ,CHOCÓ,7.103338868,-77.67973662,0.4,0.4,2,0,0.05434782608695652,Muy ligera (< 5 mm),5.0
1111700230,27615,RIOSUCIO,CHOCÓ,7.389887937,-77.24067483,0.4,0.4,2,0,0.05434782608695652,Muy ligera (< 5 mm),5.0
1111700231,5480,MUTATÁ,ANTIOQUIA,7.329557848,-76.4630657,2.0,0.8,2,1,0.06451612903225806,Muy ligera (< 5 mm),5.0
1206500136,13836,TURBACO,BOLÍVAR,10.35310756,-75.37971541,0.0,0.0,4,0,0.04225352112676056,Sin lluvia (0 mm),5.0
1206500136,13838,TURBANÁ,BOLÍVAR,10.25276929,-75.43270299,0.0,0.0,4,0,0.04225352112676056,Sin lluvia (0 mm),5.0
1303500074,5051,ARBOLETES,ANTIOQUIA,8.611395262,-76.41478317,0.0,0.0,4,1,0.06451612903225806,Sin lluvia (0 mm),5.0
1303500074,5659,SAN JUAN DE URABÁ,ANTIOQUIA,8.707141583,-76.53248234,0.0,0.0,4,1,0.06451612903225806,Sin lluvia (0 mm),5.0
1303500074,5665,SAN PEDRO DE URABÁ,ANTIOQUIA,8.37915695,-76.31664233,0.0,0.0,4,1,0.06451612903225806,Sin lluvia (0 mm),5.0
1303500074,23090,CANALETE,CÓRDOBA,8.7240958,-76.23779081,0.0,0.0,4,1,0.06451612903225806,Sin lluvia (0 mm),5.0
1509500118,47001,SANTA MARTA,MAGDALENA,11.12189436,-73.88527855,0.0,0.0,3,0,0.04,Sin lluvia (0 mm),5.0
1602500044,54109,BUCARASICA,NORTE DE SANTANDER,8.079802239,-72.92919926,1.0,0.6,4,1,0.06040268456375839,Muy ligera (< 5 mm),5.0
1602500044,54313,GRAMALOTE,NORTE DE SANTANDER,7.906522991,-72.80705582,1.0,0.6,4,1,0.06040268456375839,Muy ligera (< 5 mm),5.0
1602500044,54418,LOURDES,NORTE DE SANTANDER,7.963712759,-72.8467029,1.0,0.6,4,1,0.06040268456375839,Muy ligera (< 5 mm),5.0
1602500044,54680,SANTIAGO,NORTE DE SANTANDER,7.889234454,-72.7182541,1.0,0.6,4,1,0.06040268456375839,Muy ligera (< 5 mm),5.0
1602500044,54871,VILLA CARO,NORTE DE SANTANDER,7.936293173,-72.98759418,1.0,0.6,4,1,0.06040268456375839,Muy ligera (< 5 mm),5.0
1602500063,54480,MUTISCUA,NORTE DE SANTANDER,7.31694997,-72.76834584,0.0,0.0,4,1,0.08450704225352113,Sin lluvia (0 mm),5.0
1602500110,54051,ARBOLEDAS,NORTE DE SANTANDER,7.586048164,-72.91705315,0.0,0.0,4,0,0.05333333333333334,Sin lluvia (0 mm),5.0
1602500110,54660,SALAZAR,NORTE DE SANTANDER,7.772747824,-72.86769959,0.0,0.0,4,0,0.05333333333333334,Sin lluvia (0 mm),5.0
2119500111,25488,NILO,CUNDINAMARCA,4.294780933,-74.614695,0.0,0.0,5,1,0.08737864077669903,Sin lluvia (0 mm),5.0
2119500111,73148,CARMEN DE APICALÁ,TOLIMA,4.123416795,-74.74700246,0.0,0.0,5,1,0.08737864077669903,Sin lluvia (0 mm),5.0
2119500111,73449,MELGAR,TOLIMA,4.193215498,-74.60517497,0.0,0.0,5,1,0.08737864077669903,Sin lluvia (0 mm),5.0
2120500050,25793,TAUSA,CUNDINAMARCA,5.170527212,-73.95819594,0.8,0.6,4,1,0.060109289617486336,Muy ligera (< 5 mm),5.0
2120500135,25758,SOPÓ,CUNDINAMARCA,4.888060112,-73.96587528,14.0,6.8,3,1,0.06983240223463687,Ligera (5–15 mm),9.837366931511177
2120700146,25175,CHÍA,CUNDINAMARCA,4.857823671,-74.03809539,14.2,5.8,4,1,0.06542056074766354,Ligera (5–15 mm),9.900360521012296
2120700162,25386,LA MESA,CUNDINAMARCA,4.650773167,-74.47321717,0.20000000000000004,0.2,3,1,0.08247422680412371,Muy ligera (< 5 mm),5.0
2120700162,25596,QUIPILE,CUNDINAMARCA,4.726907976,-74.55359926,0.20000000000000004,0.2,3,1,0.08247422680412371,Muy ligera (< 5 mm),5.0
2121500042,73043,ANZOÁTEGUI,TOLIMA,4.623390454,-75.20165423,0.0,0.0,4,1,0.08536585365853659,Sin lluvia (0 mm),5.0
2301700089,73283,FRESNO,TOLIMA,5.186694812,-75.05228995,0.0,0.0,3,1,0.060836501901140684,Sin lluvia (0 mm),5.0
2301700089,73520,PALOCABILDO,TOLIMA,5.094035737,-75.0184505,0.0,0.0,3,1,0.060836501901140684,Sin lluvia (0 mm),5.0
2302500037,17050,ARANZAZU,CALDAS,5.265539969,-75.47392619,0.0,0.0,2,1,0.056818181818181816,Sin lluvia (0 mm),5.0
2302500037,17446,MARULANDA,CALDAS,5.235585244,-75.28316648,0.0,0.0,2,1,0.056818181818181816,Sin lluvia (0 mm),5.0
2302500037,73347,HERVEO,TOLIMA,5.068553783,-75.24322959,0.0,0.0,2,1,0.056818181818181816,Sin lluvia (0 mm),5.0
2302500064,17433,MANZANARES,CALDAS,5.23295391,-75.15263447,0.0,0.0,4,1,0.0782122905027933,Sin lluvia (0 mm),5.0
2302500064,17444,MARQUETALIA,CALDAS,5.309142491,-75.04117892,0.0,0.0,4,1,0.0782122905027933,Sin lluvia (0 mm),5.0
2305500055,17541,PENSILVANIA,CALDAS,5.407187836,-75.16683996,1.4,0.3,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
2305500055,17653,SALAMINA,CALDAS,5.370332425,-75.40962177,1.4,0.3,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
2305500055,17662,SAMANÁ,CALDAS,5.519692873,-74.99718577,1.4,0.3,4,1,0.06983240223463687,Muy ligera (< 5 mm),5.0
2306500106,25168,CHAGUANÍ,CUNDINAMARCA,4.95425175,-74.63090139,0.0,0.0,4,0,0.05172413793103448,Sin lluvia (0 mm),5.0
2306500106,25867,VIANÍ,CUNDINAMARCA,4.914040619,-74.54936655,0.0,0.0,4,0,0.05172413793103448,Sin lluvia (0 mm),5.0
2306500204,25260,EL ROSAL,CUNDINAMARCA,4.879723016,-74.23802273,0.0,0.0,3,1,0.059113300492610835,Sin lluvia (0 mm),5.0
2306500204,25402,LA VEGA,CUNDINAMARCA,4.978619842,-74.33936061,0.0,0.0,3,1,0.059113300492610835,Sin lluvia (0 mm),5.0
2306500204,25658,SAN FRANCISCO,CUNDINAMARCA,4.964100703,-74.27217129,0.0,0.0,3,1,0.059113300492610835,Sin lluvia (0 mm),5.0
2308500071,5607,RETIRO,ANTIOQUIA,6.053444254,-75.51573805,4.8,0.6,3,1,0.08121827411167512,Muy ligera (< 5 mm),6.07686812187807
2308500071,5631,SABANETA,ANTIOQUIA,6.138305183,-75.60880599,4.8,0.6,3,1,0.08121827411167512,Muy ligera (< 5 mm),6.07686812187807
2319500043,68276,FLORIDABLANCA,SANTANDER,7.079704598,-73.0679925,7.0,2.8,4,1,0.09375,Ligera (5–15 mm),7.201374105097012
2319500125,54003,ÁBREGO,NORTE DE SANTANDER,8.019834481,-73.15850485,0.0,0.0,3,1,0.06493506493506493,Sin lluvia (0 mm),5.0
2319500125,54128,CÁCHIRA,NORTE DE SANTANDER,7.684188896,-73.12939481,0.0,0.0,3,1,0.06493506493506493,Sin lluvia (0 mm),5.0
2319500125,54385,LA ESPERANZA,NORTE DE SANTANDER,7.695233593,-73.36139672,0.0,0.0,3,1,0.06493506493506493,Sin lluvia (0 mm),5.0
2319500137,68132,CALIFORNIA,SANTANDER,7.331565443,-72.95131825,1.3999999999999997,0.6,3,1,0.07462686567164178,Muy ligera (< 5 mm),5.0
2319500137,68867,VETAS,SANTANDER,7.322219563,-72.88156901,1.3999999999999997,0.6,3,1,0.07462686567164178,Muy ligera (< 5 mm),5.0
2319700096,13744,SIMITÍ,BOLÍVAR,7.851315534,-73.98371609,0.0,0.0,3,1,0.0684931506849315,Sin lluvia (0 mm),5.0
2319700096,20710,SAN ALBERTO,CESAR,7.769815987,-73.47218888,0.0,0.0,3,1,0.0684931506849315,Sin lluvia (0 mm),5.0
2401500040,25224,CUCUNUBÁ,CUNDINAMARCA,5.230308105,-73.78001885,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
2401500040,25407,LENGUAZAQUE,CUNDINAMARCA,5.303637171,-73.68153228,0.0,0.0,4,1,0.0784313725490196,Sin lluvia (0 mm),5.0
2401500052,15632,SABOYÁ,BOYACÁ,5.699926051,-73.74799466,4.0,2.2,3,1,0.07936507936507936,Muy ligera (< 5 mm),5.598197949220845
2401500052,68020,ALBANIA,SANTANDER,5.788190519,-73.79236929,4.0,2.2,3,1,0.07936507936507936,Muy ligera (< 5 mm),5.598197949220845
2401500052,68368,JESÚS MARÍA,SANTANDER,5.872705896,-73.78997419,4.0,2.2,3,1,0.07936507936507936,Muy ligera (< 5 mm),5.598197949220845
2401500052,68773,SUCRE,SANTANDER,5.983203734,-73.95936235,4.0,2.2,3,1,0.07936507936507936,Muy ligera (< 5 mm),5.598197949220845
2401500080,15204,CÓMBITA,BOYACÁ,5.667822366,-73.32137049,0.0,0.0,4,1,0.08571428571428572,Sin lluvia (0 mm),5.0
2401500080,15232,CHÍQUIZA,BOYACÁ,5.643075648,-73.44562391,0.0,0.0,4,1,0.08571428571428572,Sin lluvia (0 mm),5.0
2401500080,15476,MOTAVITA,BOYACÁ,5.606192449,-73.37734267,0.0,0.0,4,1,0.08571428571428572,Sin lluvia (0 mm),5.0
2401500080,15762,SORA,BOYACÁ,5.580573191,-73.44371838,0.0,0.0,4,1,0.08571428571428572,Sin lluvia (0 mm),5.0
2401500086,15001,TUNJA,BOYACÁ,5.518472615,-73.37801856,0.0,0.0,3,1,0.08831908831908832,Sin lluvia (0 mm),5.0
2401500086,15224,CUCAITA,BOYACÁ,5.527104109,-73.44598646,0.0,0.0,3,1,0.08831908831908832,Sin lluvia (0 mm),5.0
2401500086,15764,SORACÁ,BOYACÁ,5.494890461,-73.31899997,0.0,0.0,3,1,0.08831908831908832,Sin lluvia (0 mm),5.0
